Dates,AMZN US Equity,MSFT US Equity,CRM US Equity,NOW US Equity,WDAY US Equity,DOCU US Equity,GOOGL US Equity,ADBE US Equity,NFLX US Equity,700 HK Equity,NTES US Equity,HUBS US Equity,ABBN SW Equity,SIE GR Equity,HEXAB SS Equity,9984 JP Equity,SYK US Equity,ROP US Equity,ISRG US Equity,PYPL US Equity,ADYEN NA Equity,ANET US Equity,IBKR US Equity,SHL GY Equity,CNK US Equity,CGX CN Equity,7203 JP Equity,6758 JP Equity,7974 JP Equity,WPP LN Equity,OMC US Equity,SAP GY Equity,ORCL US Equity,NJOB SS Equity,WAGE US Equity,WMT US Equity,CVS US Equity,UBSGE SW Equity,DBK GY Equity,SAN SM Equity,ANZ AU Equity,JNPR US Equity,AEO US Equity,ANF US Equity,GPS US Equity,KSS US Equity,GPC US Equity,KR US Equity,COST US Equity,M US Equity,SPX Index,BBY US Equity,PAYX US Equity,CMCSA US Equity,TGT US Equity,AMC US Equity,CINE LN Equity
31-05-94,#N/A N/A,3.3594,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.6391,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.3475,0.5165,#N/A N/A,3.3438,5.8125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.1374,29.6812,61.0804,#N/A N/A,5.8750,#N/A N/A,1.6914,#N/A N/A,#N/A N/A,11.7500,8.7852,#N/A N/A,34.1461,3.2766,3.0384,#N/A N/A,0.7654,#N/A N/A,6.4259,5.9375,23.2500,2.9844,6.6250,10.9375,456.5000,3.2083,2.8093,2.9792,6.5521,#N/A N/A,#N/A N/A
29-04-94,#N/A N/A,2.8906,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.3859,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,29.1764,0.4728,#N/A N/A,3.3750,6.0625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,19.6330,28.4136,64.4238,#N/A N/A,6.0625,#N/A N/A,1.4753,#N/A N/A,#N/A N/A,12.6250,8.5959,#N/A N/A,36.0123,3.2934,3.2231,#N/A N/A,0.7716,#N/A N/A,6.9815,6.3281,23.7500,2.8438,7.5630,10.6875,450.9100,4.0139,3.0727,2.6250,6.5833,#N/A N/A,#N/A N/A
31-03-94,#N/A N/A,2.6484,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.0695,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.8179,0.4500,#N/A N/A,3.4375,6.7500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,19.1728,28.4672,65.2068,#N/A N/A,5.9688,#N/A N/A,1.5864,#N/A N/A,#N/A N/A,12.9375,8.2445,#N/A N/A,36.0316,3.5939,3.2005,#N/A N/A,#N/A N/A,#N/A N/A,6.5741,6.0938,23.3333,2.9844,9.0630,11.0000,445.7700,3.5486,3.1495,3.0208,6.0833,#N/A N/A,#N/A N/A
28-02-94,#N/A N/A,2.5781,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.7024,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.9053,0.4828,#N/A N/A,4.0625,7.2500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,19.3301,30.6220,60.4785,#N/A N/A,6.1094,#N/A N/A,1.6296,#N/A N/A,#N/A N/A,14.1875,8.3797,#N/A N/A,36.4386,3.7366,3.6764,#N/A N/A,#N/A N/A,#N/A N/A,6.7037,6.3750,25.3333,3.0156,10.0000,11.9375,467.1400,3.0694,3.4239,3.3958,5.9583,#N/A N/A,#N/A N/A
31-01-94,#N/A N/A,2.6602,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.8290,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.9210,0.4526,#N/A N/A,4.3750,6.3125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,18.0662,29.3575,61.2960,#N/A N/A,6.1250,#N/A N/A,1.5864,#N/A N/A,#N/A N/A,13.2500,8.5959,#N/A N/A,37.0129,3.9250,3.7935,#N/A N/A,#N/A N/A,#N/A N/A,6.2593,6.0469,25.8333,2.7813,8.8750,10.9375,481.6100,2.5625,3.5117,3.4861,5.4792,#N/A N/A,#N/A N/A
31-12-93,#N/A N/A,2.5195,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.8163,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,29.6758,0.3461,#N/A N/A,3.5313,8.1250,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16.0987,24.6400,64.2161,#N/A N/A,5.7813,#N/A N/A,1.4198,#N/A N/A,#N/A N/A,12.5000,8.7852,#N/A N/A,38.9043,3.4740,3.2202,#N/A N/A,#N/A N/A,#N/A N/A,5.8333,6.2813,25.0833,2.5156,9.6250,10.3750,466.4500,2.5833,3.0727,4.0417,5.5521,#N/A N/A,#N/A N/A
30-11-93,#N/A N/A,2.5000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.9271,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.1920,0.3098,#N/A N/A,3.2813,8.4375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.0348,21.4063,58.2142,#N/A N/A,5.2969,#N/A N/A,1.5617,#N/A N/A,#N/A N/A,14.3125,8.8392,#N/A N/A,37.3789,3.2507,2.9310,#N/A N/A,#N/A N/A,#N/A N/A,5.9259,5.9219,25.0000,2.3281,9.5630,10.9375,461.7900,2.7639,2.8313,4.0833,5.9479,#N/A N/A,#N/A N/A
29-10-93,#N/A N/A,2.5039,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.7530,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.7085,0.4909,#N/A N/A,3.4063,8.7500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,17.3112,22.6519,69.5212,#N/A N/A,5.6875,#N/A N/A,1.4630,#N/A N/A,#N/A N/A,13.1875,9.0825,#N/A N/A,37.9290,3.9184,2.7665,#N/A N/A,#N/A N/A,#N/A N/A,5.2778,6.0313,25.2500,2.4531,8.8750,9.8750,467.8300,3.3472,3.0727,4.6389,5.7917,#N/A N/A,#N/A N/A
30-09-93,#N/A N/A,2.5781,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.3100,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.3468,0.3595,#N/A N/A,3.4688,9.0625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16.2747,21.2136,88.6171,#N/A N/A,5.5781,#N/A N/A,1.5154,#N/A N/A,#N/A N/A,12.3125,9.5150,#N/A N/A,36.0236,3.8017,2.4945,#N/A N/A,#N/A N/A,#N/A N/A,4.3704,6.0000,25.0000,2.5156,9.0000,9.6875,458.9300,2.8819,2.9410,3.4583,5.7500,#N/A N/A,#N/A N/A
31-08-93,#N/A N/A,2.3477,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.6898,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.0906,0.3347,#N/A N/A,3.4688,8.7500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16.1337,21.8138,96.4201,#N/A N/A,5.5313,#N/A N/A,1.2716,#N/A N/A,#N/A N/A,12.8750,10.1638,#N/A N/A,35.8052,3.7612,2.8068,#N/A N/A,#N/A N/A,#N/A N/A,4.2407,5.2500,24.8333,2.6406,9.1880,10.1875,463.5600,1.8981,2.7654,3.5000,5.5417,#N/A N/A,#N/A N/A
30-07-93,#N/A N/A,2.3125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.1328,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.0163,0.2965,#N/A N/A,3.2656,7.6875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.6042,21.4082,93.1494,#N/A N/A,4.8906,#N/A N/A,1.2438,#N/A N/A,#N/A N/A,12.6875,10.0016,#N/A N/A,32.4224,3.2491,2.5918,#N/A N/A,#N/A N/A,#N/A N/A,4.3889,4.5156,24.2500,2.2656,7.6250,11.5000,448.1300,1.4352,2.5021,2.7639,5.7292,#N/A N/A,#N/A N/A
30-06-93,#N/A N/A,2.7500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.9081,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,23.3868,0.2933,#N/A N/A,3.2344,6.7500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.1659,19.9907,89.4688,#N/A N/A,5.1406,#N/A N/A,1.2160,#N/A N/A,#N/A N/A,13.1250,10.0827,#N/A N/A,30.7191,3.3318,2.3534,#N/A N/A,#N/A N/A,#N/A N/A,4.4815,4.5625,23.0833,2.1563,8.2500,11.9375,450.5300,1.2824,2.3996,2.4444,5.5417,#N/A N/A,#N/A N/A
31-05-93,#N/A N/A,2.8945,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.1770,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.5797,0.3107,#N/A N/A,3.5313,6.6250,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.3157,20.9656,88.5319,#N/A N/A,5.6094,#N/A N/A,1.0309,#N/A N/A,#N/A N/A,13.9375,10.1367,#N/A N/A,32.3037,3.4181,2.3864,#N/A N/A,#N/A N/A,#N/A N/A,5.1667,4.8438,24.4167,2.2344,8.7500,11.5000,450.1900,1.3843,2.3557,2.3750,6.0417,#N/A N/A,#N/A N/A
30-04-93,#N/A N/A,2.6719,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.6233,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.1278,0.2807,#N/A N/A,3.2813,4.7813,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.5786,22.5124,86.4476,#N/A N/A,5.2656,#N/A N/A,0.8796,#N/A N/A,#N/A N/A,13.3750,9.7313,#N/A N/A,33.3035,3.2796,2.3186,#N/A N/A,#N/A N/A,#N/A N/A,4.3333,4.3281,22.8333,2.4063,8.9380,9.8750,440.1900,1.4537,2.2314,2.0139,5.9375,#N/A N/A,#N/A N/A
31-03-93,#N/A N/A,2.8906,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.7214,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.0298,0.2565,#N/A N/A,3.3438,4.1250,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.1442,19.2810,85.7416,#N/A N/A,5.9063,#N/A N/A,0.9074,#N/A N/A,#N/A N/A,15.8750,10.4070,#N/A N/A,33.6143,3.1871,2.3734,#N/A N/A,#N/A N/A,#N/A N/A,4.7593,4.8125,23.6667,2.3906,9.8750,10.7500,451.6700,1.6620,2.3996,2.5972,6.8750,#N/A N/A,#N/A N/A
26-02-93,#N/A N/A,2.6055,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.8242,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.0065,0.2664,#N/A N/A,3.2813,3.9688,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.4165,16.8288,83.9746,#N/A N/A,5.1250,#N/A N/A,0.8086,#N/A N/A,#N/A N/A,16.2500,10.5422,#N/A N/A,32.4315,3.0141,2.2390,#N/A N/A,#N/A N/A,#N/A N/A,4.7963,4.3750,23.5000,2.0313,10.0000,9.4375,443.3800,1.5231,2.1655,2.5139,6.4271,#N/A N/A,#N/A N/A
29-01-93,#N/A N/A,2.7031,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.6265,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.1501,0.2826,#N/A N/A,4.5000,3.1250,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.3044,16.4355,84.1818,#N/A N/A,5.3438,#N/A N/A,0.8025,#N/A N/A,#N/A N/A,16.2813,11.1369,#N/A N/A,30.1467,2.9062,1.9370,#N/A N/A,#N/A N/A,#N/A N/A,5.1111,4.3438,23.6667,2.1875,11.6250,10.1875,438.7800,1.5000,2.0924,2.2778,6.4792,#N/A N/A,#N/A N/A
31-12-92,#N/A N/A,2.6680,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.9936,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,23.7400,0.3160,#N/A N/A,4.8906,2.2500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.8733,17.0879,85.8404,#N/A N/A,5.1563,#N/A N/A,0.7006,#N/A N/A,#N/A N/A,16.0000,11.4883,#N/A N/A,30.2491,2.7989,1.9823,#N/A N/A,#N/A N/A,#N/A N/A,4.8889,3.7500,22.6667,1.8281,12.2500,9.8750,435.7100,1.4444,2.0631,2.1528,6.3125,#N/A N/A,#N/A N/A
30-11-92,#N/A N/A,2.9102,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.1518,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.4548,0.3131,#N/A N/A,4.4063,2.2500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.3828,16.3928,84.9699,#N/A N/A,4.8750,#N/A N/A,0.5494,#N/A N/A,#N/A N/A,16.0938,11.7586,#N/A N/A,32.2952,2.9591,1.8277,#N/A N/A,#N/A N/A,#N/A N/A,5.5926,3.7344,22.0833,1.8125,13.2500,9.4375,431.3500,1.3981,2.1509,1.9583,6.5625,#N/A N/A,#N/A N/A
30-10-92,#N/A N/A,2.7734,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.2547,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,23.3148,0.3364,#N/A N/A,4.0000,2.2500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.4216,16.3224,78.8173,#N/A N/A,4.7500,#N/A N/A,0.5494,#N/A N/A,#N/A N/A,15.2188,11.4613,#N/A N/A,32.1289,2.7447,1.8483,#N/A N/A,#N/A N/A,#N/A N/A,5.0185,3.2188,20.5833,1.5938,14.7500,8.4375,418.6800,1.0833,1.9899,1.5278,6.3854,#N/A N/A,#N/A N/A
30-09-92,#N/A N/A,2.5156,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.7800,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.1089,#N/A N/A,#N/A N/A,3.8125,1.9375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.8264,16.6153,81.7023,#N/A N/A,4.3906,#N/A N/A,0.4938,#N/A N/A,#N/A N/A,14.7813,10.9206,#N/A N/A,34.1218,2.6147,1.9645,#N/A N/A,#N/A N/A,#N/A N/A,4.7407,2.8438,20.0000,1.5156,13.1250,7.0000,417.8000,0.8843,1.6973,1.7778,5.8125,#N/A N/A,#N/A N/A
31-08-92,#N/A N/A,2.3203,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.0727,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.4571,#N/A N/A,#N/A N/A,4.2500,1.4688,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.7810,17.0621,90.1853,#N/A N/A,4.2813,#N/A N/A,0.4321,#N/A N/A,#N/A N/A,14.2813,10.6503,#N/A N/A,33.0055,2.8693,2.2032,#N/A N/A,#N/A N/A,#N/A N/A,5.0185,2.7188,20.1667,1.4844,12.0000,6.7500,414.0300,0.6250,1.5949,1.7222,5.5313,#N/A N/A,#N/A N/A
31-07-92,#N/A N/A,2.2813,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.4050,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.3487,#N/A N/A,#N/A N/A,4.8125,1.5625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.1635,15.6447,82.5472,#N/A N/A,4.1094,#N/A N/A,0.4537,#N/A N/A,#N/A N/A,13.9688,10.7855,#N/A N/A,#N/A N/A,2.8488,2.6527,#N/A N/A,#N/A N/A,#N/A N/A,5.2963,2.4219,20.5000,1.8438,14.5000,6.9375,424.2100,0.6667,1.4266,1.7778,5.4688,#N/A N/A,#N/A N/A
30-06-92,#N/A N/A,2.1875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.8796,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28.1681,#N/A N/A,#N/A N/A,4.2188,1.5781,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.3609,16.3661,85.8028,#N/A N/A,4.3750,#N/A N/A,0.3796,#N/A N/A,#N/A N/A,13.4375,9.8394,#N/A N/A,#N/A N/A,3.6076,2.7442,#N/A N/A,#N/A N/A,#N/A N/A,5.1111,2.2813,21.3333,1.8594,14.2500,6.3750,408.1400,0.6898,1.3461,1.9444,5.5833,#N/A N/A,#N/A N/A
29-05-92,#N/A N/A,2.5208,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.8796,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28.1048,#N/A N/A,#N/A N/A,4.2500,1.8750,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.8200,16.9080,82.9746,#N/A N/A,4.3906,#N/A N/A,0.3673,#N/A N/A,#N/A N/A,13.2500,9.9745,#N/A N/A,#N/A N/A,3.5968,3.0803,#N/A N/A,#N/A N/A,#N/A N/A,5.0556,1.9531,21.6667,2.2188,17.3750,6.4375,415.3500,0.5833,1.4778,1.8750,5.6563,#N/A N/A,#N/A N/A
30-04-92,#N/A N/A,2.2969,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.8005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.8143,#N/A N/A,#N/A N/A,4.4688,2.2500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.1028,16.2416,78.0195,#N/A N/A,4.5313,#N/A N/A,0.3426,#N/A N/A,#N/A N/A,13.0625,10.7855,#N/A N/A,#N/A N/A,3.3707,3.2111,#N/A N/A,#N/A N/A,#N/A N/A,6.1481,#N/A N/A,22.0000,2.1563,17.5000,6.6875,414.9500,0.7083,1.4047,1.6944,5.1042,#N/A N/A,#N/A N/A
31-03-92,#N/A N/A,2.4688,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.2435,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.3470,#N/A N/A,#N/A N/A,4.6250,2.5000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.3070,15.2347,72.2239,#N/A N/A,4.3125,#N/A N/A,0.3333,#N/A N/A,#N/A N/A,13.3125,10.6503,#N/A N/A,#N/A N/A,3.2833,2.8721,#N/A N/A,#N/A N/A,#N/A N/A,6.5000,#N/A N/A,21.2222,2.1406,18.8750,7.1250,403.6900,0.9537,1.3071,1.5972,5.1875,#N/A N/A,#N/A N/A
28-02-92,#N/A N/A,2.5729,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.5758,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.1579,#N/A N/A,#N/A N/A,5.2188,2.5313,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.3047,15.7956,81.3008,#N/A N/A,4.4688,#N/A N/A,0.4938,#N/A N/A,#N/A N/A,13.5000,10.9747,#N/A N/A,#N/A N/A,3.5579,2.9533,#N/A N/A,#N/A N/A,#N/A N/A,7.5185,#N/A N/A,20.9444,2.2500,19.0830,7.7500,412.7000,0.8102,1.4827,1.7778,5.6771,#N/A N/A,#N/A N/A
31-01-92,#N/A N/A,2.5000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.8843,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.5562,#N/A N/A,#N/A N/A,5.5938,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.6288,16.8857,93.1900,#N/A N/A,4.3438,#N/A N/A,0.4599,#N/A N/A,#N/A N/A,13.4688,10.3530,#N/A N/A,#N/A N/A,3.3698,2.9728,#N/A N/A,#N/A N/A,#N/A N/A,7.8704,#N/A N/A,20.4444,2.4688,19.0000,#N/A N/A,408.7900,0.7824,1.4339,1.7500,5.4271,#N/A N/A,#N/A N/A
31-12-91,#N/A N/A,2.3177,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.1454,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.1072,#N/A N/A,#N/A N/A,6.2500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.7694,16.3022,92.2465,#N/A N/A,3.9844,#N/A N/A,0.3580,#N/A N/A,#N/A N/A,14.7188,9.6231,#N/A N/A,#N/A N/A,3.2081,3.3561,#N/A N/A,#N/A N/A,#N/A N/A,7.9259,#N/A N/A,21.6667,2.4688,18.5830,#N/A N/A,417.0900,0.6111,1.3559,1.8611,5.1563,#N/A N/A,#N/A N/A
29-11-91,#N/A N/A,2.0260,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.0378,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.2089,#N/A N/A,#N/A N/A,4.6563,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.3007,16.7205,88.4071,#N/A N/A,3.8750,#N/A N/A,0.3333,#N/A N/A,#N/A N/A,12.2188,9.0014,#N/A N/A,#N/A N/A,3.0721,3.3310,#N/A N/A,#N/A N/A,#N/A N/A,7.8333,#N/A N/A,19.1111,2.1563,16.0830,#N/A N/A,375.2200,1.1806,1.0925,1.7222,4.7813,#N/A N/A,#N/A N/A
31-10-91,#N/A N/A,1.9557,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.3543,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,23.8153,#N/A N/A,#N/A N/A,4.1875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.2512,20.0613,107.9633,#N/A N/A,4.0938,#N/A N/A,0.3889,#N/A N/A,#N/A N/A,11.5625,9.5150,#N/A N/A,#N/A N/A,3.5063,3.0941,#N/A N/A,#N/A N/A,#N/A N/A,6.9444,#N/A N/A,19.6667,2.2500,14.7500,#N/A N/A,392.4600,1.1574,1.1315,1.8333,5.3229,#N/A N/A,#N/A N/A
30-09-91,#N/A N/A,1.8542,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.2435,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.5920,#N/A N/A,#N/A N/A,3.5000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.9684,20.3990,107.6402,#N/A N/A,3.6406,#N/A N/A,0.3302,#N/A N/A,#N/A N/A,11.9375,10.1908,#N/A N/A,#N/A N/A,3.6407,2.8959,#N/A N/A,#N/A N/A,#N/A N/A,6.5556,#N/A N/A,19.6667,2.1250,15.9170,#N/A N/A,387.8600,1.1574,1.1023,1.7778,6.0833,#N/A N/A,#N/A N/A
30-08-91,#N/A N/A,1.7760,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.2198,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.8026,#N/A N/A,#N/A N/A,3.7813,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.0340,18.7664,85.4951,#N/A N/A,3.7344,#N/A N/A,0.2778,#N/A N/A,#N/A N/A,12.6563,10.3800,#N/A N/A,#N/A N/A,3.5571,2.7962,#N/A N/A,#N/A N/A,#N/A N/A,6.4630,#N/A N/A,18.3889,2.1875,16.1670,#N/A N/A,395.4300,0.8981,0.9267,1.5278,6.5104,#N/A N/A,#N/A N/A
31-07-91,#N/A N/A,1.5313,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.3859,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,23.6076,#N/A N/A,#N/A N/A,3.3281,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.0070,20.7063,94.6005,#N/A N/A,3.7813,#N/A N/A,0.2253,#N/A N/A,#N/A N/A,11.9063,10.1367,#N/A N/A,#N/A N/A,3.5484,2.8303,#N/A N/A,#N/A N/A,#N/A N/A,5.1667,#N/A N/A,19.0000,2.4063,14.7500,#N/A N/A,387.8100,0.7222,0.8389,1.5694,5.7396,#N/A N/A,#N/A N/A
