Dates,AMZN US Equity,MSFT US Equity,CRM US Equity,NOW US Equity,WDAY US Equity,DOCU US Equity,GOOGL US Equity,ADBE US Equity,NFLX US Equity,700 HK Equity,NTES US Equity,HUBS US Equity,ABBN SW Equity,SIE GR Equity,HEXAB SS Equity,9984 JP Equity,SYK US Equity,ROP US Equity,ISRG US Equity,PYPL US Equity,ADYEN NA Equity,ANET US Equity,IBKR US Equity,SHL GY Equity,CNK US Equity,CGX CN Equity,7203 JP Equity,6758 JP Equity,7974 JP Equity,WPP LN Equity,OMC US Equity,SAP GY Equity,ORCL US Equity,NJOB SS Equity,WAGE US Equity,WMT US Equity,CVS US Equity,UBSGE SW Equity,DBK GY Equity,SAN SM Equity,ANZ AU Equity,JNPR US Equity,AEO US Equity,ANF US Equity,GPS US Equity,KSS US Equity,GPC US Equity,KR US Equity,COST US Equity,M US Equity,SPX Index,BBY US Equity,PAYX US Equity,CMCSA US Equity,TGT US Equity,AMC US Equity,CINE LN Equity
30-05-97,1.5000,15.5000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.6485,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,36.0644,2.0181,7.5124,8.7188,12.2813,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28.6942,42.1392,78.1787,3.9338,14.5000,14.9853,5.1806,#N/A N/A,#N/A N/A,14.9375,11.9063,#N/A N/A,42.6179,6.3933,6.5414,#N/A N/A,0.5586,8.6875,10.1852,13.4688,33.5000,6.4688,16.8750,18.5000,848.2800,1.5139,10.8889,2.9063,12.0313,#N/A N/A,#N/A N/A
30-04-97,#N/A N/A,15.1875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.9523,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,35.0008,1.9286,6.5108,8.2188,10.2188,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28.9445,36.3379,72.9904,4.0993,13.2500,15.2102,4.4167,#N/A N/A,#N/A N/A,14.0625,12.4063,#N/A N/A,40.0610,5.6414,6.1105,#N/A N/A,0.5864,7.3125,9.4444,12.2188,32.3750,6.8750,14.4380,17.0000,801.3400,1.5000,9.2469,2.6458,11.2500,#N/A N/A,#N/A N/A
31-03-97,#N/A N/A,11.4609,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.0789,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,34.5414,2.0953,7.0557,6.2188,10.5313,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.3195,34.9863,71.8330,4.1359,12.4688,14.1884,4.2847,#N/A N/A,#N/A N/A,13.9375,11.5313,#N/A N/A,41.9068,5.1704,6.0609,#N/A N/A,0.5432,7.6250,9.9259,10.5938,31.0833,6.3750,13.8130,16.5625,757.1200,1.1389,8.1235,2.7292,10.4375,#N/A N/A,#N/A N/A
28-02-97,#N/A N/A,12.1875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.6201,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32.6304,2.0988,7.7384,7.2500,10.0625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.6666,36.1741,70.6869,4.2499,12.4063,12.8448,4.3611,#N/A N/A,#N/A N/A,13.1875,11.5625,#N/A N/A,39.7036,5.0719,5.9755,#N/A N/A,0.4444,8.6875,9.7778,11.5000,31.1667,6.6250,12.8130,17.3750,790.8200,1.0278,8.5926,2.9063,10.5000,#N/A N/A,#N/A N/A
31-01-97,#N/A N/A,12.7500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.7941,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,31.6642,2.0622,6.6196,7.2500,10.1875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.7889,33.6986,65.5846,3.9428,12.1563,12.6656,4.3194,#N/A N/A,#N/A N/A,11.8750,10.8125,#N/A N/A,38.1197,4.8641,5.8694,#N/A N/A,0.4568,6.8750,8.5185,9.7188,29.4167,5.9688,13.3130,16.4375,786.1600,1.1111,9.5802,3.0208,9.4063,#N/A N/A,#N/A N/A
31-12-96,#N/A N/A,10.3281,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.7308,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,29.8757,1.8633,6.0376,7.4688,9.7813,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28.7218,32.7325,71.5025,4.3569,11.4375,11.2644,4.6389,#N/A N/A,#N/A N/A,11.3750,10.3438,#N/A N/A,35.2328,4.8050,6.0242,#N/A N/A,0.3889,8.2500,8.9259,9.8125,29.6667,5.8125,12.5630,17.0625,740.7400,1.1806,10.1605,2.9375,9.8125,#N/A N/A,#N/A N/A
29-11-96,#N/A N/A,9.8047,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.9998,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,31.1461,1.7580,6.3801,7.2500,10.8125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.3119,32.0102,70.6947,3.7095,12.7500,11.4257,5.4444,#N/A N/A,#N/A N/A,12.7500,10.2813,#N/A N/A,36.1156,4.0554,6.2826,#N/A N/A,1.1852,9.1875,9.5185,10.0000,30.0000,5.7656,11.6250,17.0625,757.0200,1.4167,10.5679,2.7708,9.7188,#N/A N/A,#N/A N/A
31-10-96,#N/A N/A,8.5781,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3827,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,33.3147,1.3782,8.0993,7.4375,10.5625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,23.6027,29.9640,63.8765,3.7118,12.4063,10.9166,4.7014,#N/A N/A,#N/A N/A,13.2500,9.3125,#N/A N/A,35.4129,3.8410,5.5868,#N/A N/A,0.8642,11.0000,8.5556,9.0000,29.1667,5.5781,9.9380,16.5000,705.2700,1.8194,11.2593,2.3958,8.6563,#N/A N/A,#N/A N/A
30-09-96,#N/A N/A,8.2422,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.7150,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,34.1571,1.3133,8.9646,7.5313,11.8125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.5491,31.5105,64.0968,3.6681,11.6875,13.9171,4.7292,#N/A N/A,#N/A N/A,13.1875,9.5420,#N/A N/A,35.8197,3.8962,5.4745,#N/A N/A,1.0494,12.2500,8.5556,9.0000,29.1667,5.5938,10.2500,16.7500,687.3100,2.5278,11.4568,2.5625,8.2500,#N/A N/A,#N/A N/A
30-08-96,#N/A N/A,7.6563,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.4144,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,34.1929,1.2556,8.6910,6.1094,10.3750,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.0632,31.3189,61.1683,3.6000,11.3438,13.8767,3.9167,#N/A N/A,#N/A N/A,13.1875,9.1366,#N/A N/A,37.3434,3.8442,4.9898,#N/A N/A,1.0123,#N/A N/A,10.3704,9.5000,28.5833,5.2969,9.9380,17.3125,651.9900,2.4583,10.5679,2.6458,8.6250,#N/A N/A,#N/A N/A
31-07-96,#N/A N/A,7.3672,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.8448,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,34.3343,1.1732,9.6905,6.1445,9.2500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.3261,31.6991,70.2545,3.2215,10.1250,12.2774,4.3472,#N/A N/A,#N/A N/A,12.0000,8.4608,#N/A N/A,38.6570,3.6097,4.7242,#N/A N/A,0.8951,#N/A N/A,8.8148,7.8438,28.2500,4.7188,10.2500,15.1250,639.9500,2.0694,9.0370,2.3125,7.5625,#N/A N/A,#N/A N/A
28-06-96,#N/A N/A,7.5078,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,34.6508,1.1854,10.6606,5.6875,12.1875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.0503,32.9585,74.6023,3.3400,11.6250,12.3268,4.3819,#N/A N/A,#N/A N/A,12.6875,8.7581,#N/A N/A,36.1786,3.5007,4.5283,#N/A N/A,0.8827,#N/A N/A,9.5185,9.1563,30.5000,4.9375,10.8130,17.0625,670.6300,2.5556,9.5062,3.0625,8.5938,#N/A N/A,#N/A N/A
31-05-96,#N/A N/A,7.4219,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.6992,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,36.1648,1.0514,11.3087,6.4688,11.7500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,22.8767,31.8144,73.7242,3.0698,10.9063,11.3303,3.6806,#N/A N/A,#N/A N/A,12.9375,8.7852,#N/A N/A,35.4587,3.4267,4.3978,#N/A N/A,0.8519,#N/A N/A,9.9630,8.2813,30.3333,4.9063,10.0000,17.3125,669.1200,2.5278,8.6914,2.8958,8.5000,#N/A N/A,#N/A N/A
30-04-96,#N/A N/A,7.0781,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.4428,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,35.0562,0.9431,12.2030,6.0469,11.6250,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,22.7489,32.3625,76.9084,3.0688,10.8438,10.8497,3.7500,#N/A N/A,#N/A N/A,11.9375,8.3797,#N/A N/A,36.1257,3.4748,4.5758,#N/A N/A,0.6358,#N/A N/A,8.9259,8.5938,29.5000,5.1406,9.5000,16.7500,654.1700,2.1389,8.9218,2.9167,7.9583,#N/A N/A,#N/A N/A
29-03-96,#N/A N/A,6.4453,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.0821,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,35.5401,0.9680,12.4243,6.1484,11.5000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,22.0314,29.8264,63.8536,3.0532,11.2500,11.7645,3.4907,#N/A N/A,#N/A N/A,11.5000,7.8120,#N/A N/A,38.1598,3.5675,4.5749,#N/A N/A,0.4877,#N/A N/A,8.2037,7.9219,30.0000,5.0625,9.3750,16.1250,645.5000,1.9306,7.7037,2.8958,7.0729,#N/A N/A,#N/A N/A
29-02-96,#N/A N/A,6.1680,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.2403,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,36.8929,0.9066,10.2039,6.7813,11.2813,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.4972,29.2971,67.5354,2.7720,10.2188,12.9579,3.8519,#N/A N/A,#N/A N/A,10.6250,6.8930,#N/A N/A,38.3675,3.6963,4.7027,#N/A N/A,0.4506,#N/A N/A,7.9074,7.7344,28.5000,4.6406,8.6250,15.1250,640.4300,1.8611,7.2593,3.2083,6.1979,#N/A N/A,#N/A N/A
31-01-96,#N/A N/A,5.7813,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3036,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,36.5513,0.8239,8.8462,6.9844,9.8906,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.5014,30.6161,73.3851,2.6063,9.6563,12.1865,3.5370,#N/A N/A,#N/A N/A,10.1875,6.1631,#N/A N/A,37.8981,3.6043,4.8568,#N/A N/A,0.3210,#N/A N/A,6.9815,7.0469,29.6667,4.3438,7.8130,13.5000,636.0200,1.6944,6.8313,3.2500,6.1875,#N/A N/A,#N/A N/A
29-12-95,#N/A N/A,5.4844,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.8478,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,35.2845,0.9193,8.9725,6.5625,9.1875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.1553,29.8976,76.1206,2.5413,9.3125,12.9248,3.1389,#N/A N/A,#N/A N/A,11.1250,6.6497,#N/A N/A,35.9848,3.7500,4.4828,#N/A N/A,0.2901,#N/A N/A,6.2222,6.5625,27.3333,4.6719,7.6250,13.6250,615.9300,1.8056,6.5679,2.9375,6.2500,#N/A N/A,#N/A N/A
30-11-95,#N/A N/A,5.4453,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8.5598,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,33.6636,0.9435,9.7399,6.6875,8.8750,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,19.6904,26.4498,78.5658,2.4187,8.3438,13.4047,3.3611,#N/A N/A,#N/A N/A,12.0000,6.7308,#N/A N/A,35.8764,3.4921,4.2654,#N/A N/A,0.4938,#N/A N/A,6.7037,6.7500,27.0000,4.1875,8.3130,14.5625,605.3700,2.2778,5.9424,3.1979,6.0521,#N/A N/A,#N/A N/A
31-10-95,#N/A N/A,6.2500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.2149,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,33.8102,0.9485,10.8089,5.6406,9.0625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,18.6147,22.5336,73.6749,2.4363,7.9844,13.2538,3.2315,#N/A N/A,#N/A N/A,10.8125,6.9200,#N/A N/A,34.3948,3.2673,4.0088,#N/A N/A,0.4815,#N/A N/A,5.8333,5.6719,26.4167,4.1719,8.5000,12.6875,581.5000,2.3056,5.7119,2.9583,5.7292,#N/A N/A,#N/A N/A
29-09-95,#N/A N/A,5.6563,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.5504,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32.6744,0.8738,10.4503,5.8281,9.6875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,18.9512,25.7696,72.6963,2.3614,8.1406,13.8354,2.8426,#N/A N/A,#N/A N/A,12.3750,7.4606,#N/A N/A,36.4308,3.1367,4.0980,#N/A N/A,0.6906,#N/A N/A,5.3333,6.4844,26.7500,4.2656,8.5630,14.1875,584.4100,2.9167,6.0905,3.3125,6.3229,#N/A N/A,#N/A N/A
31-08-95,#N/A N/A,5.7813,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.4554,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32.8287,0.8130,7.3631,5.2188,8.5000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,19.8526,27.3230,62.4233,2.5415,7.8438,12.5919,2.9722,#N/A N/A,#N/A N/A,12.2500,7.2173,#N/A N/A,35.0865,3.0656,3.8828,#N/A N/A,0.6173,#N/A N/A,4.7778,5.8750,26.2500,4.0781,8.4380,13.5000,561.8800,3.0000,5.3992,3.5417,6.0938,#N/A N/A,#N/A N/A
31-07-95,#N/A N/A,5.6563,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.8161,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,34.1276,0.7389,5.9283,5.4688,8.5625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.8451,27.0194,65.5942,2.1409,7.5469,13.5108,3.1019,#N/A N/A,#N/A N/A,13.3125,7.7850,#N/A N/A,37.4142,3.1787,3.5386,#N/A N/A,0.8148,#N/A N/A,5.1667,6.4844,25.1667,3.8906,8.9690,14.1875,562.0600,2.8889,4.9053,3.3750,6.3021,#N/A N/A,#N/A N/A
30-06-95,#N/A N/A,5.6484,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.3415,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32.1490,0.7041,5.1159,4.7969,8.7500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.0874,24.0459,57.5446,1.9306,7.5781,11.1677,2.8611,#N/A N/A,#N/A N/A,13.3750,7.4066,#N/A N/A,37.0382,2.9594,3.3967,#N/A N/A,0.7778,#N/A N/A,5.1667,5.7031,25.2500,3.3594,8.1250,12.8750,544.7500,2.9583,4.7737,3.0313,5.9792,#N/A N/A,#N/A N/A
31-05-95,#N/A N/A,5.2930,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.5820,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.6812,0.7095,3.8359,4.7969,8.0625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,19.4198,24.1563,60.3908,1.9539,7.2031,10.4477,2.5741,#N/A N/A,#N/A N/A,12.4375,8.5959,#N/A N/A,37.1319,2.8231,3.4373,#N/A N/A,0.8025,#N/A N/A,5.0926,5.4219,26.1667,3.2500,7.0630,11.5000,533.4000,2.7083,3.8848,2.8958,5.9063,#N/A N/A,#N/A N/A
28-04-95,#N/A N/A,5.1094,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.3731,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,31.4406,0.7217,3.5307,5.6406,6.7500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.2751,25.1364,63.9080,1.7899,6.9531,8.3993,2.2593,#N/A N/A,#N/A N/A,11.8750,7.7309,#N/A N/A,37.1069,2.7332,3.5380,#N/A N/A,1.0617,#N/A N/A,4.7222,5.5938,25.8333,3.1719,7.3130,10.5625,514.7100,3.0417,4.1811,2.5938,5.5938,#N/A N/A,#N/A N/A
31-03-95,#N/A N/A,4.4453,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.2656,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.5353,0.6232,3.3361,5.7188,6.7188,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.4506,25.1300,61.1207,1.6539,6.8438,7.1210,2.3148,#N/A N/A,#N/A N/A,12.8125,8.0553,#N/A N/A,35.7725,2.6405,3.3789,#N/A N/A,0.8704,#N/A N/A,5.2593,5.5313,26.5833,3.2969,7.3750,11.0625,500.7100,2.4028,4.0384,2.5938,5.9583,#N/A N/A,#N/A N/A
28-02-95,#N/A N/A,3.9375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5251,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.0099,0.6636,2.4198,5.4375,6.2500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,18.0236,21.7526,52.7243,1.7263,6.6406,7.5820,2.3333,#N/A N/A,#N/A N/A,11.8750,7.0281,#N/A N/A,37.2545,2.6868,3.3607,#N/A N/A,0.8025,#N/A N/A,4.7963,5.1094,25.9167,3.2813,6.8130,11.0000,487.3900,2.4167,3.5995,2.6667,5.8750,#N/A N/A,#N/A N/A
31-01-95,#N/A N/A,3.7109,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.6628,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.8841,0.6335,3.6242,5.0313,5.4375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,19.1051,23.0769,50.7793,1.7877,6.2813,5.8245,2.1049,#N/A N/A,#N/A N/A,11.4375,6.6497,#N/A N/A,34.5985,2.6684,3.1068,#N/A N/A,0.7284,#N/A N/A,4.8148,5.4375,24.4167,2.9531,6.8750,9.4375,470.4200,3.4444,3.4239,2.4375,5.7188,#N/A N/A,#N/A N/A
30-12-94,#N/A N/A,3.8203,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.7657,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.0791,0.5480,4.9153,4.5938,6.3125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.0886,28.3692,54.1273,#N/A N/A,6.4688,5.1725,2.1790,#N/A N/A,#N/A N/A,10.6250,6.6767,#N/A N/A,35.2148,2.8697,3.1518,#N/A N/A,0.6543,#N/A N/A,4.5185,4.9688,24.0000,3.0156,6.4380,9.6250,459.2700,3.4722,3.5556,2.5625,5.8958,#N/A N/A,#N/A N/A
30-11-94,#N/A N/A,3.9297,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.1770,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.1702,0.5456,4.9506,4.5938,6.4375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.3412,26.5500,54.5160,#N/A N/A,6.5156,5.5488,2.0370,#N/A N/A,#N/A N/A,11.6250,6.8119,#N/A N/A,36.1417,3.0790,2.9125,#N/A N/A,0.9321,#N/A N/A,5.2407,5.3906,23.3333,3.0000,7.6880,10.2500,453.6900,4.9167,3.1385,2.6458,6.8021,#N/A N/A,#N/A N/A
31-10-94,#N/A N/A,3.9375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5568,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.9497,0.5590,5.3453,4.2813,6.0000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.9633,30.4702,56.0940,#N/A N/A,6.6563,5.1314,2.2716,#N/A N/A,#N/A N/A,11.7500,7.2173,#N/A N/A,36.8689,3.0398,2.7677,#N/A N/A,1.4259,#N/A N/A,5.0185,5.2813,24.0833,3.2656,7.8750,10.4375,472.3500,4.1806,3.2922,2.7708,6.4583,#N/A N/A,#N/A N/A
30-09-94,#N/A N/A,3.5078,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.1138,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.3567,0.4526,5.2508,4.3438,5.9844,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.4740,29.0469,58.0938,#N/A N/A,6.2813,4.7495,2.1235,#N/A N/A,#N/A N/A,11.6875,7.7039,#N/A N/A,33.1775,2.8658,2.7680,#N/A N/A,1.3704,#N/A N/A,4.8704,6.0625,23.4167,3.3281,8.0310,11.5000,462.6900,4.3472,3.3141,2.5417,6.3750,#N/A N/A,#N/A N/A
31-08-94,#N/A N/A,3.6328,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.0188,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28.8577,0.4410,5.3148,4.4375,5.4688,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.5892,30.5347,62.9685,#N/A N/A,6.2656,#N/A N/A,2.1080,#N/A N/A,#N/A N/A,12.3125,8.1905,#N/A N/A,35.1149,3.0268,2.7923,#N/A N/A,1.2469,#N/A N/A,6.3704,6.0781,24.5000,3.1719,7.8440,10.5625,475.4900,3.9306,2.8752,2.6667,7.0625,#N/A N/A,#N/A N/A
29-07-94,#N/A N/A,3.2188,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.9239,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.6925,0.4636,3.9765,3.9063,6.7500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.1683,29.3060,67.1992,#N/A N/A,6.3594,#N/A N/A,1.8889,#N/A N/A,#N/A N/A,12.5000,8.0283,#N/A N/A,35.2536,2.9152,2.9069,#N/A N/A,0.8519,#N/A N/A,5.7037,5.2500,23.5833,3.1250,7.5000,10.1875,458.2600,2.7222,2.9410,2.7083,6.8750,#N/A N/A,#N/A N/A
30-06-94,#N/A N/A,3.2266,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.4492,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.2582,0.4604,#N/A N/A,3.3125,6.5625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,22.4502,30.7294,72.5315,#N/A N/A,6.0313,#N/A N/A,1.8519,#N/A N/A,#N/A N/A,12.1250,8.3797,#N/A N/A,32.6509,2.7092,2.8079,#N/A N/A,0.7531,#N/A N/A,6.3333,5.8750,24.0833,2.9063,7.4690,10.0000,444.2700,3.2083,2.5679,3.0000,6.7500,#N/A N/A,#N/A N/A
